Time(ms),Target Voltage(mV),Applied Voltage(mV),Current(uA)
60128,-397.72,-397.69,-44.1
60180,-395.28,-395.23,-44.1
60232,-392.84,-392.81,-43.37
60284,-390.4,-390.39,-42.93
60336,-387.96,-387.88,-42.64
60388,-385.52,-385.46,-43.66
60440,-383.08,-383.04,-42.64
60492,-380.64,-380.62,-42.78
60544,-378.2,-378.11,-42.49
60596,-375.76,-375.69,-41.76
60648,-373.32,-373.27,-41.9
60700,-370.88,-370.86,-42.05
60752,-368.44,-368.44,-41.61
60804,-366,-365.93,-41.61
60856,-363.56,-363.51,-41.47
60908,-361.12,-361.09,-41.61
60960,-358.68,-358.67,-41.17
61012,-356.24,-356.16,-40.29
61064,-353.8,-353.74,-39.56
61116,-351.36,-351.32,-39.12
61168,-348.92,-348.91,-39.85
61220,-346.48,-346.39,-40.73
61272,-344.04,-343.97,-39.41
61324,-341.6,-341.56,-38.39
61376,-339.16,-339.14,-38.24
61428,-336.72,-336.62,-39.71
61480,-334.28,-334.21,-38.97
61532,-331.84,-331.79,-37.95
61584,-329.4,-329.36,-37.95
61636,-326.96,-326.94,-36.48
61688,-324.52,-324.52,-37.07
61740,-322.08,-322.02,-36.63
61792,-319.64,-319.6,-36.92
61844,-317.2,-317.19,-36.04
61896,-314.76,-314.69,-35.9
61948,-312.32,-312.27,-35.9
62000,-309.88,-309.85,-35.9
62052,-307.44,-307.44,-35.02
62104,-305,-304.94,-34.58
62156,-302.56,-302.52,-34.58
62208,-300.12,-300.1,-33.99
62260,-297.68,-297.6,-33.85
62312,-295.24,-295.19,-34.14
62364,-292.8,-292.77,-33.55
62416,-290.36,-290.35,-34.14
62468,-287.92,-287.85,-33.7
62520,-285.48,-285.44,-33.7
62572,-283.04,-283.02,-32.23
62624,-280.6,-280.52,-32.67
62676,-278.16,-278.1,-32.38
62728,-275.72,-275.68,-32.38
62780,-273.28,-273.27,-31.21
62832,-270.84,-270.77,-31.65
62884,-268.4,-268.35,-31.36
62936,-265.96,-265.93,-31.65
62988,-263.52,-263.48,-31.65
63040,-261.08,-261.03,-28.86
63092,-258.64,-258.58,-29.74
63144,-256.2,-256.2,-30.18
63196,-253.76,-253.75,-29.6
63248,-251.32,-251.3,-30.18
63300,-248.88,-248.85,-29.3
63352,-246.44,-246.4,-29.6
63404,-244,-243.95,-29.3
63456,-241.56,-241.5,-28.13
63508,-239.12,-239.12,-27.99
63560,-236.68,-236.67,-27.69
63612,-234.24,-234.22,-27.11
63664,-231.8,-231.77,-27.99
63716,-229.36,-229.32,-27.69
63768,-226.92,-226.87,-27.11
63820,-224.48,-224.42,-28.28
63872,-222.04,-222.03,-27.55
63924,-219.6,-219.58,-25.79
63976,-217.16,-217.13,-25.49
64028,-214.72,-214.68,-26.67
64080,-212.28,-212.23,-25.49
64132,-209.84,-209.78,-25.79
64184,-207.4,-207.4,-26.23
64236,-204.96,-204.95,-25.35
64288,-202.52,-202.5,-24.76
64340,-200.08,-200.05,-25.05
64392,-197.64,-197.61,-25.05
64444,-195.2,-195.2,-22.12
64496,-192.76,-192.73,-23.15
64548,-190.32,-190.31,-23.44
64600,-187.88,-187.85,-22.71
64652,-185.44,-185.43,-23.88
64704,-183,-182.96,-22.27
64756,-180.56,-180.55,-21.98
64808,-178.12,-178.08,-21.83
64860,-175.68,-175.66,-21.54
64912,-173.24,-173.2,-21.98
64964,-170.8,-170.78,-21.39
65016,-168.36,-168.31,-20.95
65068,-165.92,-165.89,-20.37
65120,-163.48,-163.48,-20.07
65172,-161.04,-161.01,-21.1
65224,-158.6,-158.59,-19.63
65276,-156.16,-156.13,-20.37
65328,-153.72,-153.71,-19.78
65380,-151.28,-151.24,-19.05
65432,-148.84,-148.83,-19.63
65484,-146.4,-146.36,-18.9
65536,-143.96,-143.94,-19.19
65588,-141.52,-141.48,-19.05
65640,-139.08,-139.06,-17.88
65692,-136.64,-136.59,-18.9
65744,-134.2,-134.18,-17.73
65796,-131.76,-131.74,-17.73
65848,-129.32,-129.29,-16.56
65900,-126.88,-126.87,-17.29
65952,-124.44,-124.42,-17.29
66004,-122,-121.98,-15.82
66056,-119.56,-119.56,-16.26
66108,-117.12,-117.11,-16.56
66160,-114.68,-114.66,-15.68
66212,-112.24,-112.21,-15.68
66264,-109.8,-109.79,-15.24
66316,-107.36,-107.34,-15.24
66368,-104.92,-104.89,-14.95
66420,-102.48,-102.47,-14.21
66472,-100.04,-100.02,-14.51
66524,-97.6,-97.57,-13.63
66576,-95.16,-95.16,-14.65
66628,-92.72,-92.71,-13.48
66680,-90.28,-90.26,-14.65
66732,-87.84,-87.84,-14.21
66784,-85.4,-85.39,-13.92
66836,-82.96,-82.94,-13.33
66888,-80.52,-80.49,-12.75
66940,-78.08,-78.07,-12.89
66992,-75.64,-75.62,-12.6
67044,-73.2,-73.17,-12.31
67096,-70.76,-70.75,-12.16
67148,-68.32,-68.3,-11.58
67200,-65.88,-65.87,-11.58
67252,-63.44,-63.44,-10.55
67304,-61,-60.99,-9.96
67356,-58.56,-58.55,-9.52
67408,-56.12,-56.1,-9.82
67460,-53.68,-53.67,-8.79
67512,-51.24,-51.24,-9.82
67564,-48.8,-48.79,-8.94
67616,-46.36,-46.35,-8.21
67668,-43.92,-43.92,-9.52
67720,-41.48,-41.47,-8.64
67772,-39.04,-39.04,-8.79
67824,-36.6,-36.59,-8.5
67876,-34.16,-34.15,-8.64
67928,-31.72,-31.72,-8.64
67980,-29.28,-29.28,-6.59
68032,-26.84,-26.84,-7.62
68084,-24.4,-24.39,-8.06
68136,-21.96,-21.96,-6.89
68188,-19.52,-19.52,-7.33
68240,-17.08,-17.08,-7.77
68292,-14.64,-15,-6.89
68344,-12.2,-15,-7.18
68396,-9.76,-15,-8.06
68448,-7.32,-15,-7.18
68500,-4.88,-15,-6.89
68552,-2.44,-15,-6.59
68604,0,-15,-7.47
68656,2.44,15,-7.47
68708,4.88,15,-3.66
68760,7.32,15,-3.37
68812,9.76,15,-4.84
68864,12.2,15,-3.37
68916,14.64,15,-3.96
68968,17.08,17.08,-3.37
69020,19.52,19.52,-3.81
69072,21.96,21.96,-2.49
69124,24.4,24.39,-2.78
69176,26.84,26.84,-1.76
69228,29.28,29.28,-0.15
69280,31.72,31.72,-0.88
69332,34.16,34.15,-0.88
69384,36.6,36.59,-1.17
69436,39.04,39.04,-1.17
69488,41.48,41.47,-0.73
69540,43.92,43.92,-0.44
69592,46.36,46.35,0.88
69644,48.8,48.79,-0.15
69696,51.24,51.24,1.03
69748,53.68,53.67,0.88
69800,56.12,56.1,1.9
69852,58.56,58.55,2.2
69904,61,60.99,2.34
69956,63.44,63.44,4.1
70008,65.88,65.87,10.11
70060,68.32,68.3,10.11
70112,70.76,70.75,2.2
70164,73.2,73.17,2.64
70216,75.64,75.62,3.52
70268,78.08,78.07,3.22
70320,80.52,80.49,3.66
70372,82.96,82.94,3.96
70424,85.4,85.39,3.96
70476,87.84,87.84,4.54
70528,90.28,90.26,4.69
70580,92.72,92.71,5.27
70632,95.16,95.16,5.57
70684,97.6,97.57,6.3
70736,100.04,100.02,5.71
70788,102.48,102.47,6.01
70840,104.92,104.89,7.62
70892,107.36,107.34,6.74
70944,109.8,109.79,7.03
70996,112.24,112.21,7.77
71048,114.68,114.66,6.89
71100,117.12,117.11,7.47
71152,119.56,119.56,7.18
71204,122,121.98,9.08
71256,124.44,124.42,8.21
71308,126.88,126.87,9.96
71360,129.32,129.29,12.16
71412,131.76,131.74,14.8
71464,134.2,134.18,14.8
71516,136.64,136.59,9.82
71568,139.08,139.06,10.55
71620,141.52,141.48,9.96
71672,143.96,143.94,10.7
71724,146.4,146.36,9.82
71776,148.84,148.83,11.14
71828,151.28,151.24,11.43
71880,153.72,153.71,10.4
71932,156.16,156.13,12.45
71984,158.6,158.59,13.19
72036,161.04,161.01,11.72
72088,163.48,163.48,12.75
72140,165.92,165.89,12.45
72192,168.36,168.31,13.33
72244,170.8,170.78,14.07
72296,173.24,173.2,13.48
72348,175.68,175.66,13.92
72400,178.12,178.08,14.8
72452,180.56,180.55,13.77
72504,183,182.96,15.24
72556,185.44,185.43,14.51
72608,187.88,187.85,16.85
72660,190.32,190.31,16.41
72712,192.76,192.73,16.12
72764,195.2,195.2,18.32
72816,197.64,197.61,19.49
72868,200.08,200.05,19.49
72920,202.52,202.5,17.73
72972,204.96,204.95,15.97
73024,207.4,207.4,17.73
73076,209.84,209.78,18.46
73128,212.28,212.23,17.58
73180,214.72,214.68,18.17
73232,217.16,217.13,18.75
73284,219.6,219.58,18.75
73336,222.04,222.03,19.34
73388,224.48,224.42,19.49
73440,226.92,226.87,19.78
73492,229.36,229.32,20.07
73544,231.8,231.77,19.78
73596,234.24,234.22,20.95
73648,236.68,236.67,21.25
73700,239.12,239.12,20.66
73752,241.56,241.5,21.1
73804,244,243.95,21.68
73856,246.44,246.4,21.39
73908,248.88,248.85,22.27
73960,251.32,251.3,22.86
74012,253.76,253.75,22.86
74064,256.2,256.2,21.68
74116,258.64,258.58,23.59
74168,261.08,261.03,25.64
74220,263.52,263.48,25.93
74272,265.96,265.93,25.93
74324,268.4,268.35,23.44
74376,270.84,270.77,24.32
74428,273.28,273.27,25.05
74480,275.72,275.68,25.05
74532,278.16,278.1,24.76
74584,280.6,280.52,25.05
74636,283.04,283.02,26.67
74688,285.48,285.44,26.37
74740,287.92,287.85,25.79
74792,290.36,290.35,26.52
74844,292.8,292.77,26.23
74896,295.24,295.19,26.52
74948,297.68,297.6,27.4
75000,300.12,300.1,27.25
75052,302.56,302.52,28.13
75104,305,304.94,28.72
75156,307.44,307.44,27.99
75208,309.88,309.85,28.57
75260,312.32,312.27,28.86
75312,314.76,314.69,29.74
75364,317.2,317.19,29.6
75416,319.64,319.6,29.3
75468,322.08,322.02,30.18
75520,324.52,324.52,30.92
75572,326.96,326.94,31.21
75624,329.4,329.36,31.5
75676,331.84,331.79,31.5
75728,334.28,334.21,30.77
75780,336.72,336.62,31.5
75832,339.16,339.14,31.21
75884,341.6,341.56,31.94
75936,344.04,343.97,31.5
75988,346.48,346.39,31.06
76040,348.92,348.91,32.23
76092,351.36,351.32,33.26
76144,353.8,353.74,33.41
76196,356.24,356.16,33.26
76248,358.68,358.67,33.85
76300,361.12,361.09,34.29
76352,363.56,363.51,34.43
76404,366,365.93,35.16
76456,368.44,368.44,34.29
76508,370.88,370.86,33.85
76560,373.32,373.27,34.87
76612,375.76,375.69,35.9
76664,378.2,378.11,36.04
76716,380.64,380.62,35.46
76768,383.08,383.04,35.9
76820,385.52,385.46,36.04
76872,387.96,387.88,37.07
76924,390.4,390.39,37.95
76976,392.84,392.81,37.51
77028,395.28,395.23,37.95
77080,397.72,397.69,37.95
77132,400.16,400.06,38.1
77184,402.6,402.54,38.1
77236,405.04,405.03,37.8
77288,407.48,407.39,37.95
77340,409.92,409.88,38.24
77392,412.36,412.36,39.41
77444,414.8,414.73,38.39
77496,417.24,417.21,39.56
77548,419.68,419.58,38.53
77600,422.12,422.06,39.41
77652,424.56,424.54,40.59
77704,427,426.91,40.44
77756,429.44,429.39,41.32
77808,431.88,431.88,41.03
77860,434.32,434.25,40.59
77912,436.76,436.73,41.76
77964,439.2,439.1,42.49
78016,441.64,441.58,42.2
78068,444.08,444.06,42.49
78120,446.52,446.43,42.64
78172,448.96,448.91,41.76
78224,451.4,451.39,42.93
78276,453.84,453.76,44.54
78328,456.28,456.25,44.54
78380,458.72,458.62,44.1
78432,461.16,461.1,44.98
78484,463.6,463.53,44.98
78536,466.04,465.98,44.84
78588,468.48,468.43,45.57
78640,470.92,470.88,45.42
78692,473.36,473.33,45.57
78744,475.8,475.78,45.42
78796,478.24,478.23,46.15
78848,480.68,480.68,46.3
78900,483.12,483,46.59
78952,485.56,485.45,47.03
79004,488,487.9,46.89
79056,490.44,490.35,47.62
79108,492.88,492.8,47.77
79160,495.32,495.25,47.33
79212,497.76,497.7,48.06
79264,500.2,500.15,49.08
79316,502.64,502.6,48.64
79368,505.08,505.05,49.38
79420,507.52,507.5,49.52
79472,509.96,509.95,49.08
79524,512.4,512.4,49.52
79576,514.84,514.72,49.23
79628,517.28,517.17,49.67
79680,519.72,519.62,51.28
79732,522.16,522.07,51.14
79784,524.6,524.52,51.28
79836,527.04,526.97,52.01
79888,529.48,529.45,52.01
79940,531.92,531.92,51.72
79992,534.36,534.24,52.6
80044,536.8,536.7,51.28
80096,539.24,539.17,52.01
80148,541.68,541.64,52.75
80200,544.12,544.1,53.77
80252,546.56,546.42,53.48
80304,549,548.89,55.09
80356,551.44,551.35,53.48
80408,553.88,553.82,54.51
80460,556.32,556.29,53.77
80512,558.76,558.75,53.33
80564,561.2,561.07,54.8
80616,563.64,563.54,54.95
80668,566.08,566,56.26
80720,568.52,568.47,55.82
80772,570.96,570.94,56.56
80824,573.4,573.26,55.68
80876,575.84,575.72,55.24
80928,578.28,578.19,57.14
80980,580.72,580.65,57.29
81032,583.16,583.12,58.02
81084,585.6,585.59,58.17
81136,588.04,587.91,58.46
81188,590.48,590.37,58.61
81240,592.92,592.84,58.75
81292,595.36,595.21,58.75
81344,597.8,597.79,58.75
81396,600.24,600.21,58.61
81448,602.68,602.62,59.34
81500,605.12,605.04,60.07
81552,607.56,607.46,60.22
81604,610,609.88,61.25
81656,612.44,612.29,59.63
81708,614.88,614.87,60.22
81760,617.32,617.29,60.66
81812,619.76,619.71,60.51
81864,622.2,622.12,61.25
81916,624.64,624.54,61.1
81968,627.08,626.96,62.42
82020,629.52,629.38,62.86
82072,631.96,631.96,62.86
82124,634.4,634.37,62.71
82176,636.84,636.79,62.86
82228,639.28,639.21,62.12
82280,641.72,641.63,62.56
82332,644.16,644.04,63.59
82384,646.6,646.46,64.32
82436,649.04,649.04,64.03
82488,651.48,651.46,65.35
82540,653.92,653.88,65.49
82592,656.36,656.29,66.23
82644,658.8,658.71,66.08
82696,661.24,661.11,66.08
82748,663.68,663.59,65.79
82800,666.12,666.08,64.91
82852,668.56,668.56,66.37
82904,671,670.86,67.11
82956,673.44,673.35,67.11
83008,675.88,675.83,66.81
83060,678.32,678.31,66.81
83112,680.76,680.61,66.37
83164,683.2,683.1,67.25
83216,685.64,685.58,67.84
83268,688.08,688.06,69.01
83320,690.52,690.36,67.69
83372,692.96,692.85,69.16
83424,695.4,695.33,68.86
83476,697.84,697.81,69.16
83528,700.28,700.12,69.6
83580,702.72,702.6,69.6
83632,705.16,705.08,69.6
83684,707.6,707.56,70.18
83736,710.04,709.87,70.62
83788,712.48,712.35,71.5
83840,714.92,714.83,72.09
83892,717.36,717.31,71.79
83944,719.8,719.79,72.67
83996,722.24,722.1,72.53
84048,724.68,724.58,72.53
84100,727.12,727.02,72.53
84152,729.56,729.53,72.97
84204,732,731.85,73.55
84256,734.44,734.36,73.7
84308,736.88,736.88,73.85
84360,739.32,739.2,72.67
84412,741.76,741.71,73.41
84464,744.2,744.04,73.99
84516,746.64,746.55,73.55
84568,749.08,749.06,73.99
84620,751.52,751.38,75.16
84672,753.96,753.9,76.19
84724,756.4,756.22,75.9
84776,758.84,758.73,75.75
84828,761.28,761.25,75.9
84880,763.72,763.57,75.6
84932,766.16,766.08,76.63
84984,768.6,768.6,75.9
85036,771.04,770.92,77.07
85088,773.48,773.43,77.22
85140,775.92,775.75,77.8
85192,778.36,778.27,77.95
85244,780.8,780.78,79.27
85296,783.24,783.1,79.27
85348,785.68,785.62,79.41
85400,788.12,787.94,79.12
85452,790.56,790.45,79.27
